Despachos Decisões e Sentenças
Disponibilizar relatório CSV para Despachos Decisões e Sentenças

Data Início (dd/mm/yyyy): 01/12/2017
Data Fim (dd/mm/yyyy): 02/12/2017

Total de registros: 4603
Relatório gerado em  31/01/2018 15:19:46

tipo mov;Descricao TUMP;Orgao Julgador;Processo;Data Movimentacao;Juiz;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001749-68.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001688-13.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001737-54.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001741-91.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Pronúncia de Decadência ou Prescrição;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0007152-86.2015.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0036676-12.2015.8.17.8201;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0002380-12.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Abandono da causa;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001729-77.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0005146-72.2016.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Não-Acolhimento de Embargos de Declaração;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0000001-35.2016.8.17.8227;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência em Parte;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001660-45.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001694-20.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0000217-59.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Ausência de pressupostos processuais;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0007261-32.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0003151-87.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Improcedência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0007516-24.2016.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Procedência em Parte;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0007163-81.2016.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001044-70.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0005239-98.2017.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Abandono da causa;3º Juizado Especial Cível e das Relações de Consumo de Jaboatão dos Guararapes - Turno Manhã - 07:00h às 13:00h;0001952-64.2016.8.17.8227;01/12/2017;JOSE CARVALHO DE ARAGAO NETO;
Sentença;Ausência das condições da ação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001369-57.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Ausência de pressupostos processuais;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0002445-19.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Ausência de pressupostos processuais;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001815-60.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Improcedência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003760-82.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004000-71.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004031-91.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003511-34.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Não-Acolhimento de Embargos de Declaração;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001237-97.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004291-71.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Desistência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004350-59.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Improcedência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003742-61.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Improcedência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004021-47.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001809-53.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0004018-92.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência em Parte;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003739-09.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência em Parte;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003746-98.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Homologação de Transação;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001826-89.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Ausência de pressupostos processuais;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001806-98.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência em Parte;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0002314-44.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003747-83.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Ausência de pressupostos processuais;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0001485-63.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Improcedência;3º Juizado Especial Cível e das Relações de Consumo de Olinda - Turno Tarde - 13:00h às 19:00h;0003749-53.2017.8.17.8223;01/12/2017;CELIA GOMES DE MORAIS;
Sentença;Procedência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0032725-39.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Improcedência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0027589-61.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Desistência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0046608-53.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Desistência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0025972-66.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Desistência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0053980-87.2016.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Procedência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0032431-84.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Procedência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0032774-80.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Desistência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0046207-54.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Desistência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0017610-51.2017.8.17.2001;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Procedência;3º Juizado Especial da Fazenda Pública da Capital - Turno Manhã - 07:00h às 13:00h;0034452-33.2017.8.17.8201;01/12/2017;EDVALDO JOSE PALMEIRA;
Sentença;Indeferimento da petição inicial;4ª Vara Cível da Comarca de Jaboatão dos Guararapes;0003197-31.2017.8.17.2810;01/12/2017;ADELSON FREITAS DE ANDRADE JUNIOR;
Sentença;Procedência em Parte;4ª Vara da Fazenda Pública da Capital;0016670-23.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Segurança;4ª Vara da Fazenda Pública da Capital;0041581-02.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Desistência;4ª Vara da Fazenda Pública da Capital;0030178-36.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Abandono da causa;4ª Vara da Fazenda Pública da Capital;0037281-94.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Procedência;4ª Vara da Fazenda Pública da Capital;0004404-67.2017.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Segurança;4ª Vara da Fazenda Pública da Capital;0045199-52.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Segurança;4ª Vara da Fazenda Pública da Capital;0039741-54.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Procedência em Parte;4ª Vara da Fazenda Pública da Capital;0094629-70.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Desistência;4ª Vara da Fazenda Pública da Capital;0028472-81.2017.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Improcedência;4ª Vara da Fazenda Pública da Capital;0034255-88.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Abandono da causa;4ª Vara da Fazenda Pública da Capital;0038019-82.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Segurança;4ª Vara da Fazenda Pública da Capital;0041560-26.2016.8.17.2001;01/12/2017;DJALMA ANDRELINO NOGUEIRA JUNIOR;
Sentença;Improcedência;4ª Vara de Família e Registro Civil da Comarca de Jaboatão dos Guararapes;0006260-98.2016.8.17.2810;01/12/2017;ANE DE SENA LINS;
Sentença;Abandono da causa;4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0034720-87.2017.8.17.8201;01/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Desistência;4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0038562-75.2017.8.17.8201;01/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Homologação de Transação;4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0031958-06.2014.8.17.8201;01/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Desistência;4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0038162-61.2017.8.17.8201;01/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Homologação de Transação;4º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0039898-22.2014.8.17.8201;01/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Desistência;4º Juizado Especial da Fazenda Pública da Capital - Turno Tarde - 13:00h às 19:00h;0041727-33.2017.8.17.8201;01/12/2017;HERIBERTO CARVALHO GALVAO;
Sentença;Ausência de pressupostos processuais;4º Juizado Especial da Fazenda Pública da Capital - Turno Tarde - 13:00h às 19:00h;0049053-78.2016.8.17.8201;01/12/2017;RAIMUNDO NONATO DE SOUZA BRAID FILHO;
Sentença;Homologação de Transação;5ª Vara Cível da Comarca de Caruaru;0005372-18.2017.8.17.2480;01/12/2017;JOSE FERNANDO SANTOS DE SOUZA;
Sentença;Improcedência;5ª Vara Cível da Comarca de Jaboatão dos Guararapes;0000219-18.2016.8.17.2810;01/12/2017;ADELSON FREITAS DE ANDRADE JUNIOR;
Sentença;Homologação de Transação;5ª Vara Cível da Comarca de Jaboatão dos Guararapes;0003040-58.2017.8.17.2810;01/12/2017;ADELSON FREITAS DE ANDRADE JUNIOR;
Sentença;Improcedência;5ª Vara Cível da Comarca de Jaboatão dos Guararapes;0002154-30.2015.8.17.2810;01/12/2017;ADELSON FREITAS DE ANDRADE JUNIOR;
Sentença;Desistência;5ª Vara Cível da Comarca do Cabo de Santo Agostinho;0003087-28.2016.8.17.2370;01/12/2017;ROBERTO JORDAO DE VASCONCELOS;
Sentença;Procedência;5ª Vara Cível da Comarca do Cabo de Santo Agostinho;0000062-07.2016.8.17.2370;01/12/2017;ROBERTO JORDAO DE VASCONCELOS;
Sentença;Improcedência;5ª Vara Cível da Comarca do Cabo de Santo Agostinho;0000062-07.2016.8.17.2370;01/12/2017;ROBERTO JORDAO DE VASCONCELOS;
Sentença;Homologação de Transação;5ª Vara de Família e Registro Civil da Capital;0030054-53.2016.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;5º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0027506-45.2017.8.17.8201;02/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Procedência em Parte;5º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0015844-84.2017.8.17.8201;02/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Procedência em Parte;5º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0007501-02.2017.8.17.8201;02/12/2017;MARIA ROSA VIEIRA SANTOS;
Sentença;Homologação de Transação;6ª Vara de Família e Registro Civil da Capital;0016252-51.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Desistência;6ª Vara de Família e Registro Civil da Capital;0028295-20.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;6ª Vara de Família e Registro Civil da Capital;0053312-58.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;6ª Vara de Família e Registro Civil da Capital;0053002-52.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;6ª Vara de Família e Registro Civil da Capital;0063627-48.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;6ª Vara de Família e Registro Civil da Capital;0021388-29.2017.8.17.2001;01/12/2017;LUIZ GUSTAVO MENDONCA DE ARAUJO;
Sentença;Homologação de Transação;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0045984-04.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020595-17.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Homologação de Transação;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0042658-36.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0026165-81.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Homologação de Transação;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0038579-14.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020373-49.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020415-98.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020738-06.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020615-08.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Procedência em Parte;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0020362-20.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Homologação de Transação;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0030434-66.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Improcedência;7º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Manhã - 07:00h às 13:00h;0033943-05.2017.8.17.8201;01/12/2017;SÉRGIO AZEVEDO DE OLIVEIRA;
Sentença;Ação intransmissível;8ª Vara de Família e Registro Civil da Capital;0029551-32.2016.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Sentença;Procedência;8ª Vara de Família e Registro Civil da Capital;0021814-41.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Sentença;Procedência;8ª Vara de Família e Registro Civil da Capital;0046809-21.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Sentença;Ação intransmissível;8ª Vara de Família e Registro Civil da Capital;0044469-07.2017.8.17.2001;01/12/2017;ROSALVO MAIA SOARES;
Sentença;Procedência;8ª Vara de Família e Registro Civil da Capital;0131382-26.2016.8.17.2001;02/12/2017;ROSALVO MAIA SOARES;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0004629-14.2017.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0000413-10.2017.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0048849-34.2016.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Desistência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0041455-39.2017.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Ausência de pressupostos processuais;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0047580-23.2017.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0004555-57.2017.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Ausência das condições da ação;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0001883-76.2017.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Procedência em Parte;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0009357-98.2017.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Pronúncia de Decadência ou Prescrição;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0052854-02.2016.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035293-62.2016.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Improcedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0052194-08.2016.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Procedência;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0004315-68.2017.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Ausência de pressupostos processuais;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035723-77.2017.8.17.8201;02/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Homologação de Transação;8º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0033987-24.2017.8.17.8201;01/12/2017;SAULO SEBASTIAO DE OLIVEIRA FREIRE;
Sentença;Não-Acolhimento de Embargos de Declaração;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0034058-26.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Ausência de pressupostos processuais;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0028063-32.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Improcedência;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035405-94.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Homologação de Transação;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035631-02.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Extinção da execução ou do cumprimento da sentença;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0002406-25.2016.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Ausência de pressupostos processuais;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035573-96.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Extinção da execução ou do cumprimento da sentença;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0038296-88.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Procedência em Parte;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035425-85.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Desistência;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0043862-52.2016.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Homologação de Transação;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0035389-43.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Desistência;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0010004-93.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Extinção da execução ou do cumprimento da sentença;9º Juizado Especial Cível e das Relações de Consumo da Capital - Turno Tarde - 13:00h às 19:00h;0039579-49.2017.8.17.8201;01/12/2017;MARIA THEREZA PAES DE SA MACHADO;
Sentença;Desistência;Juizado Especial Cível e das Relações de Consumo de Camaragibe - Turno Manhã - 07:00h às 13:00h;0001206-62.2017.8.17.8228;01/12/2017;LUCIENE ROBERIA PONTES DE LIMA;
Sentença;Homologação de Transação;Juizado Especial Cível e das Relações de Consumo de Camaragibe - Turno Manhã - 07:00h às 13:00h;0002504-26.2016.8.17.8228;01/12/2017;LUCIENE ROBERIA PONTES DE LIMA;
